Domain,Area,Element,Item,Year,Unit,Value,Flag Description
Live Animals,China,Stocks,Pigs,1972,10000 Head,25396.2438,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1973,10000 Head,26788.4293,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1974,10000 Head,26191.2925,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1975,10000 Head,26397.4883,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1976,10000 Head,28492.4443,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1977,10000 Head,29138.4746,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1978,10000 Head,29603.0859,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1979,10000 Head,30613.9815,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1980,10000 Head,32567.7744,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1981,10000 Head,31072.3041,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1982,10000 Head,29897.5558,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1983,10000 Head,30647.2119,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1984,10000 Head,30493.1034,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1985,10000 Head,31386.0549,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1986,10000 Head,33844.2079,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1987,10000 Head,34460.1111,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1988,10000 Head,33194.3134,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1989,10000 Head,34610.0122,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1990,10000 Head,35384.1892,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1991,10000 Head,37120.765,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1992,10000 Head,37991.0437,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1993,10000 Head,39406.961,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1994,10000 Head,40294.282,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1995,10000 Head,42478.77,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1996,10000 Head,45230.9,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1997,10000 Head,37368.94,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1998,10000 Head,40848.7887,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,1999,10000 Head,42931.1596,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2000,10000 Head,43891.0194,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2001,10000 Head,42406.5954,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2002,10000 Head,42688.9605,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2003,10000 Head,42475.0941,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2004,10000 Head,42078.6799,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2005,10000 Head,42823.797,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2006,10000 Head,44054.9544,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2007,10000 Head,42571.2621,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2008,10000 Head,44665.5798,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2009,10000 Head,46950.0597,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2010,10000 Head,47626.0003,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2011,10000 Head,47096.0952,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2012,10000 Head,47506.7846,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2013,10000 Head,48210.2717,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2014,10000 Head,48009.5837,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2015,10000 Head,47155.0139,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2016,10000 Head,45677.3355,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Pigs,2017,10000 Head,44063.9481,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1961,10000 Head,6164.0015,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1962,10000 Head,6075.0019999999995,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1963,10000 Head,6412.0019,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1964,10000 Head,6974.0019,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1965,10000 Head,7445.0019999999995,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1966,10000 Head,7826.0027,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1967,10000 Head,7778.0032,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1968,10000 Head,8233.0026,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1969,10000 Head,8221.0031,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1970,10000 Head,7971.0028,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1971,10000 Head,8563.0035,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1972,10000 Head,8733.0036,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1973,10000 Head,8798.004,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1974,10000 Head,9318.004,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1975,10000 Head,9470.003,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1976,10000 Head,9533.001,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1977,10000 Head,9270.5018,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1978,10000 Head,9353.2,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1979,10000 Head,9639.7174,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1980,10000 Head,10256.8202,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1981,10000 Head,10662.7268,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1982,10000 Head,10947.0239,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1983,10000 Head,10657.037,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1984,10000 Head,9892.0449,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1985,10000 Head,9519.3584,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1986,10000 Head,9421.0389,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1987,10000 Head,9900.9322,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1988,10000 Head,10162.9105,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1989,10000 Head,10946.5677,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1990,10000 Head,11123.8373,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1991,10000 Head,11281.6397,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1992,10000 Head,11085.5419,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1993,10000 Head,10971.9499,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1994,10000 Head,11161.8616,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1995,10000 Head,11744.4851,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1996,10000 Head,12726.3462,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1997,10000 Head,11412.5387,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1998,10000 Head,12095.6205,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,1999,10000 Head,12735.2236,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,2000,10000 Head,13109.5105,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,2001,10000 Head,13002.6217,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,2002,10000 Head,13062.8215,"Aggregate, may include official, semi-official, estimated or calculated data"
Live Animals,China,Stocks,Sheep,2003,10000 Head,13399.7215,"Aggregate, may include official, semi-official, estimated or calculated data"
