Domain,Country,Element,Item,Year,Unit,Value,Flag Description
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1966,g/capita/day,0.18,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1967,g/capita/day,0.17,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1968,g/capita/day,0.17,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1969,g/capita/day,0.17,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1970,g/capita/day,0.16,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1971,g/capita/day,0.17,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1972,g/capita/day,0.18,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1973,g/capita/day,0.19,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1974,g/capita/day,0.2,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1975,g/capita/day,0.16,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1976,g/capita/day,0.14,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1977,g/capita/day,0.17,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1978,g/capita/day,0.19,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1979,g/capita/day,0.15,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1980,g/capita/day,0.16,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1981,g/capita/day,0.19,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1982,g/capita/day,0.19,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1983,g/capita/day,0.14,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1984,g/capita/day,0.18,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1985,g/capita/day,0.17,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1986,g/capita/day,0.18,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1987,g/capita/day,0.18,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1988,g/capita/day,0.14,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1989,g/capita/day,0.17,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1990,g/capita/day,0.19,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1991,g/capita/day,0.22,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1992,g/capita/day,0.25,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1993,g/capita/day,0.26,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1994,g/capita/day,0.48,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1995,g/capita/day,0.63,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1996,g/capita/day,0.66,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1997,g/capita/day,0.66,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1998,g/capita/day,0.73,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,1999,g/capita/day,0.73,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2000,g/capita/day,0.81,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2001,g/capita/day,0.82,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2002,g/capita/day,0.71,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2003,g/capita/day,0.93,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2004,g/capita/day,0.99,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2005,g/capita/day,0.98,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2006,g/capita/day,1.02,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2007,g/capita/day,1.06,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2008,g/capita/day,1.15,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2009,g/capita/day,1.13,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2010,g/capita/day,1.15,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2011,g/capita/day,1.19,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2012,g/capita/day,1.19,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Demersal Fish,2013,g/capita/day,1.19,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1961,10000 tonnes,134.636965,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1962,10000 tonnes,135.510753,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1963,10000 tonnes,134.860894,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1964,10000 tonnes,139.289765,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1965,10000 tonnes,141.17814099999998,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1966,10000 tonnes,145.783882,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1967,10000 tonnes,150.97376699999998,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1968,10000 tonnes,153.942874,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1969,10000 tonnes,160.026188,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1970,10000 tonnes,165.087647,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1971,10000 tonnes,170.405815,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1972,10000 tonnes,175.63,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1973,10000 tonnes,181.928906,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1974,10000 tonnes,189.41,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1975,10000 tonnes,197.157059,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1976,10000 tonnes,204.98036499999998,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1977,10000 tonnes,213.70315699999998,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1978,10000 tonnes,223.116559,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1979,10000 tonnes,233.94332400000002,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1980,10000 tonnes,246.995294,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1981,10000 tonnes,255.90764700000003,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1982,10000 tonnes,274.472294,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1983,10000 tonnes,295.096251,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1984,10000 tonnes,386.572947,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1985,10000 tonnes,482.543525,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1986,10000 tonnes,499.74744599999997,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1987,10000 tonnes,530.387934,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1988,10000 tonnes,627.1293440000001,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1989,10000 tonnes,651.365036,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1990,10000 tonnes,720.02746,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1991,10000 tonnes,837.877082,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1992,10000 tonnes,925.2978710000001,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1993,10000 tonnes,1069.569148,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1994,10000 tonnes,1344.532729,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1995,10000 tonnes,1523.793224,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1996,10000 tonnes,1789.1498149999998,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1997,10000 tonnes,1719.058766,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1998,10000 tonnes,1831.081912,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,1999,10000 tonnes,1935.401382,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,2000,10000 tonnes,1977.127011,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,2001,10000 tonnes,2003.156598,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,2002,10000 tonnes,2054.0660120000002,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,2003,10000 tonnes,2114.173412,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,2004,10000 tonnes,2148.076172,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Eggs,2005,10000 tonnes,2208.575812,Standardized data
